Gene ID	Gene Name	ERR2704715	ERR2704716	ERR2704714	ERR2704720	ERR2704719	ERR2704713	ERR2704717	ERR2704718	ERR2704712
ENSG00000020256	ZFP64	194	162	219	203	153	150	248	511	226
ENSG00000020426	MNAT1	128	162	147	161	176	140	193	227	164
ENSG00000020577	SAMD4A	4095	3021	2236	3368	1880	4408	2317	1012	1818
ENSG00000020633	RUNX3	16	25	5	16	16	8	9	386	10
ENSG00000020922	MRE11	299	265	399	256	439	239	481	523	540
ENSG00000021300	PLEKHB1	49	35	32	46	65	25	32	21	50
ENSG00000021355	SERPINB1	211	237	225	156	223	170	328	77	235
ENSG00000021461	CYP3A43	1	1	2	3	1	2	1	2	1
ENSG00000021488	SLC7A9	4	1	4	1	3	4	7	16	14
ENSG00000021574	SPAST	105	123	125	101	95	148	195	420	196
ENSG00000021645	NRXN3	23	11	16	29	54	19	10	59	34
ENSG00000021762	OSBPL5	586	509	575	443	401	389	391	1144	622
ENSG00000021776	AQR	511	624	606	526	554	497	756	1098	686
ENSG00000021826	CPS1	32	61	46	73	71	47	53	272	64
ENSG00000021852	C8B	2	0	0	0	0	2	0	0	1
ENSG00000022267	FHL1	7035	6377	6022	4275	4383	5453	5693	3010	5339
ENSG00000022277	RTF2	816	787	823	765	960	615	810	797	803
ENSG00000022355	GABRA1	0	0	0	4	0	1	3	0	2
ENSG00000022556	NLRP2	8	3	73	39	112	18	6	17	8
ENSG00000022567	SLC45A4	418	402	376	551	261	286	287	325	351
ENSG00000022840	RNF10	3423	3399	3036	3488	2926	3129	3273	1804	2763
ENSG00000022976	ZNF839	129	152	148	100	112	92	127	203	143
ENSG00000023041	ZDHHC6	455	475	490	315	379	328	561	799	503
ENSG00000023171	GRAMD1B	203	191	247	313	358	294	373	257	458
ENSG00000023191	RNH1	2384	2395	2327	1712	1676	1763	1617	1081	2325
ENSG00000023228	NDUFS1	2386	3503	2188	2234	1826	2592	2912	860	2099
ENSG00000023287	RB1CC1	782	1151	614	595	647	729	1337	699	691
ENSG00000023318	ERP44	602	725	624	580	754	564	808	711	685
ENSG00000023330	ALAS1	1059	971	803	896	686	874	860	437	711
ENSG00000023445	BIRC3	20	25	12	11	11	12	39	8	8
ENSG00000023516	AKAP11	419	517	433	431	338	502	625	637	572
ENSG00000023572	GLRX2	187	154	98	121	150	111	171	135	159
ENSG00000023608	SNAPC1	154	142	77	123	149	124	138	92	140
ENSG00000023697	DERA	187	174	190	174	271	162	209	268	191
ENSG00000023734	STRAP	1326	1408	963	1498	1470	1184	1527	1192	1178
ENSG00000023839	ABCC2	14	21	12	9	12	9	25	12	13
ENSG00000023892	DEF6	40	43	54	44	47	24	58	286	59
ENSG00000023902	PLEKHO1	1474	1064	1013	1059	1128	927	857	1142	1184
ENSG00000023909	GCLM	53	60	74	111	64	89	129	68	108
ENSG00000024048	UBR2	829	1289	899	1002	920	900	1323	847	1104
ENSG00000024422	EHD2	1426	1447	1910	1402	1002	1112	1358	1120	2056
ENSG00000024526	DEPDC1	177	311	258	348	261	273	399	271	411
ENSG00000024862	CCDC28A	161	234	179	140	184	153	290	159	219
ENSG00000025039	RRAGD	1187	1479	871	1217	1232	1264	1782	134	1181
ENSG00000025156	HSF2	632	762	572	686	662	661	723	603	566
ENSG00000025293	PHF20	948	1150	716	787	639	817	1224	906	913
ENSG00000025423	HSD17B6	1	3	7	4	3	2	10	13	0
ENSG00000025434	NR1H3	299	268	418	277	297	201	210	145	384
ENSG00000025708	TYMP	178	135	75	144	77	74	96	12	132
ENSG00000025770	NCAPH2	1128	997	1223	993	958	871	1012	1095	1288
ENSG00000025772	TOMM34	345	337	375	424	447	308	276	605	552
ENSG00000025796	SEC63	804	964	628	867	875	740	1137	1538	828
ENSG00000025800	KPNA6	1062	1169	970	1174	991	1078	1180	1099	1157
ENSG00000026025	VIM	15725	14028	16993	12177	15912	12359	17850	19362	17319
ENSG00000026036	RTEL1-TNFRSF6B	71	64	64	59	59	51	59	159	124
ENSG00000026103	FAS	59	89	70	77	91	89	77	75	86
ENSG00000026297	RNASET2	195	201	231	219	158	172	225	317	315
ENSG00000026508	CD44	259	172	268	234	161	170	186	1063	172
ENSG00000026559	KCNG1	12	9	11	39	46	6	3	117	27
ENSG00000026652	AGPAT4	1168	929	1061	985	1003	873	1035	1121	1263
ENSG00000026751	SLAMF7	6	4	0	2	2	0	1	0	0
ENSG00000026950	BTN3A1	308	283	296	180	246	179	286	670	274
ENSG00000027001	MIPEP	212	273	235	242	243	260	308	261	255
ENSG00000027075	PRKCH	583	634	465	409	340	435	737	167	507
ENSG00000027644	INSRR	3	7	11	7	17	4	2	4	10
ENSG00000027697	IFNGR1	611	677	590	523	534	550	730	432	612
ENSG00000027847	B4GALT7	331	259	349	320	275	213	217	444	375
ENSG00000027869	SH2D2A	27	13	21	11	7	16	8	7	19
ENSG00000028116	VRK2	121	128	107	83	107	122	173	149	131
ENSG00000028137	TNFRSF1B	407	372	402	393	331	427	344	105	419
ENSG00000028203	VEZT	850	1044	853	972	927	875	1242	855	838
ENSG00000028277	POU2F2	12	11	15	50	43	11	16	93	17
ENSG00000028310	BRD9	609	734	737	766	644	573	603	1058	761
ENSG00000028528	SNX1	1439	1539	1594	1265	1126	1120	1684	1970	1589
ENSG00000028839	TBPL1	127	120	140	160	187	124	171	285	186
ENSG00000029153	ARNTL2	78	51	47	85	68	82	88	40	89
ENSG00000029363	BCLAF1	992	1437	907	859	873	996	1832	2128	1381
ENSG00000029364	SLC39A9	424	453	578	440	441	407	526	940	634
ENSG00000029534	ANK1	367	553	607	1539	993	666	498	143	330
ENSG00000029559	IBSP	0	0	1	0	0	2	0	0	3
ENSG00000029639	TFB1M	176	191	165	185	232	164	157	166	195
ENSG00000029725	RABEP1	1144	1162	977	1010	994	913	1349	1020	1106
ENSG00000029993	HMGB3	889	760	778	1161	1064	969	921	1445	1104
ENSG00000030066	NUP160	667	803	793	769	777	765	1039	1581	887
ENSG00000030110	BAK1	463	440	471	366	364	372	349	223	513
ENSG00000030304	MUSK	0	0	1	0	0	0	1	26	1
ENSG00000030419	IKZF2	107	147	99	95	60	142	235	79	184
ENSG00000030582	GRN	2263	2321	2532	2109	1847	1866	1719	1344	2619
ENSG00000031003	FAM13B	448	520	464	400	338	396	588	826	486
ENSG00000031081	ARHGAP31	1982	1718	1559	1101	844	1060	2254	865	1727
ENSG00000031691	CENPQ	42	60	61	29	44	38	96	54	51
ENSG00000031698	SARS1	1399	1227	1388	1521	1519	1094	1258	1256	1151
ENSG00000031823	RANBP3	1265	1100	1048	1290	1206	1006	948	1408	1312
ENSG00000032219	ARID4A	358	521	279	359	327	333	548	421	362
ENSG00000032389	EIPR1	157	224	236	296	344	215	222	350	265
ENSG00000032444	PNPLA6	641	666	771	621	526	495	575	700	849
ENSG00000032742	IFT88	166	182	161	117	215	150	220	434	199
ENSG00000033011	ALG1	96	89	118	82	55	71	102	150	124
ENSG00000033030	ZCCHC8	533	562	551	705	696	418	701	708	594
ENSG00000033050	ABCF2	127	120	119	169	147	125	100	242	190
ENSG00000033100	CHPF2	500	460	514	425	337	349	323	678	546
ENSG00000033122	LRRC7	43	45	64	32	57	32	93	128	68
ENSG00000033170	FUT8	114	103	147	136	221	94	145	377	201
ENSG00000033178	UBA6	614	761	499	620	770	698	815	996	820
ENSG00000033327	GAB2	1245	907	1283	1159	870	962	856	293	1172
ENSG00000033627	ATP6V0A1	1019	904	862	919	796	921	886	792	1042
ENSG00000033800	PIAS1	647	997	776	958	743	806	1054	851	868
ENSG00000033867	SLC4A7	322	376	289	357	338	462	454	519	438
ENSG00000034053	APBA2	69	51	108	132	138	69	48	1228	146
ENSG00000034152	MAP2K3	512	401	464	357	326	468	361	212	386
ENSG00000034239	EFCAB1	7	15	10	10	19	7	13	70	5
ENSG00000034510	TMSB10	8445	6226	7570	7456	8958	5880	5299	8855	9089
ENSG00000034533	ASTE1	87	92	106	69	60	60	112	171	88
ENSG00000034677	RNF19A	1004	1292	969	927	714	1026	1652	582	1120
ENSG00000034693	PEX3	138	123	119	109	107	97	190	102	115
ENSG00000034713	GABARAPL2	1468	1331	1330	1251	1277	1256	1515	790	1236
ENSG00000034971	MYOC	43	51	12	3	9	10	39	0	8
ENSG00000035115	SH3YL1	495	575	430	320	286	325	555	779	636
ENSG00000035141	FAM136A	487	494	459	569	618	461	638	518	501
ENSG00000035403	VCL	5734	8198	6119	6807	4687	5806	5796	3539	6078
ENSG00000035499	DEPDC1B	59	82	110	118	101	98	121	229	98
ENSG00000035664	DAPK2	1035	619	621	242	180	372	479	83	260
ENSG00000035681	NSMAF	358	428	363	341	336	340	406	580	432
ENSG00000035687	ADSS2	225	262	229	285	330	280	327	487	279
ENSG00000035720	STAP1	3	1	3	1	0	0	0	2	1
ENSG00000035862	TIMP2	3059	3544	3480	1939	2233	2560	3368	4064	3441
ENSG00000035928	RFC1	672	843	690	865	850	711	1001	1229	818
ENSG00000036054	TBC1D23	339	489	322	292	314	305	526	440	350
ENSG00000036257	CUL3	725	948	761	841	817	862	1211	1018	731
ENSG00000036448	MYOM2	5669	6041	1886	2025	1097	2134	4184	232	1276
ENSG00000036473	OTC	2	5	3	2	2	2	0	0	3
ENSG00000036530	CYP46A1	89	96	56	122	116	70	95	97	136
ENSG00000036549	ZZZ3	537	792	587	515	610	620	877	770	653
ENSG00000036565	SLC18A1	0	1	1	5	7	4	4	3	6
ENSG00000036672	USP2	965	1297	840	1004	863	813	814	49	908
ENSG00000036828	CASR	0	2	7	1	2	1	0	0	0
ENSG00000037042	TUBG2	460	512	482	466	521	378	368	600	531
ENSG00000037241	RPL26L1	252	233	207	245	280	179	194	283	247
ENSG00000037280	FLT4	887	604	849	704	539	512	820	627	1019
ENSG00000037474	NSUN2	822	721	802	777	702	467	685	1075	769
ENSG00000037637	FBXO42	828	751	643	1004	920	720	678	796	838
ENSG00000037749	MFAP3	268	309	285	248	148	296	474	281	319
ENSG00000037757	MRI1	238	207	340	191	253	92	279	455	312
ENSG00000037897	METTL1	72	50	94	69	62	57	76	155	100
ENSG00000037965	HOXC8	0	0	0	1	0	0	0	4	0
ENSG00000038002	AGA	96	71	93	77	63	66	109	68	72
ENSG00000038210	PI4K2B	32	42	34	49	42	30	47	75	48
ENSG00000038219	BOD1L1	956	1245	1179	857	763	974	1585	1351	1145
ENSG00000038274	MAT2B	507	768	544	448	470	423	713	560	478
ENSG00000038295	TLL1	56	58	70	116	132	92	90	367	123
ENSG00000038358	EDC4	1186	1255	1115	1163	875	979	1042	1217	1206
ENSG00000038382	TRIO	2970	3237	3583	3234	2525	2664	3451	3574	3783
ENSG00000038427	VCAN	3454	4118	6052	8600	8869	6629	6213	13104	7927
ENSG00000038532	CLEC16A	571	723	577	579	539	507	653	1048	790
ENSG00000038945	MSR1	19	31	18	18	31	24	49	9	18
ENSG00000039068	CDH1	20	10	31	70	15	13	15	240	23
ENSG00000039123	MTREX	802	1021	762	815	848	788	1287	1136	879
ENSG00000039139	DNAH5	1	0	0	2	4	1	1	0	6
ENSG00000039319	ZFYVE16	876	1135	811	692	662	872	1413	992	1176
ENSG00000039523	RIPOR1	1567	1578	1631	1268	1058	1370	1439	673	1692
ENSG00000039537	C6	25	52	27	14	23	26	29	3	23
ENSG00000039560	RAI14	1145	802	965	1585	1625	1171	1220	1477	1516
ENSG00000039600	SOX30	16	18	11	10	6	4	20	5	25
ENSG00000039650	PNKP	837	826	888	804	824	665	642	735	1129
ENSG00000039987	BEST2	1	1	1	1	4	1	3	4	0
ENSG00000040199	PHLPP2	281	271	278	215	223	261	241	442	322
ENSG00000040275	SPDL1	193	237	293	281	238	218	330	481	346
ENSG00000040341	STAU2	572	778	450	542	536	616	808	467	634
ENSG00000040487	SLC66A1	140	130	231	182	178	98	112	248	174
ENSG00000040531	CTNS	470	449	357	354	341	285	351	428	506
ENSG00000040608	RTN4R	106	67	82	199	131	130	54	327	64
ENSG00000040633	PHF23	491	433	399	520	507	411	347	708	367
ENSG00000040731	CDH10	18	35	37	21	72	24	20	84	65
ENSG00000040933	INPP4A	469	385	356	436	354	396	529	971	471
ENSG00000041353	RAB27B	22	29	22	12	13	24	32	25	17
ENSG00000041357	PSMA4	1159	1074	903	1013	1279	863	1126	1292	1146
ENSG00000041515	MYO16	107	138	86	60	73	88	108	72	126
ENSG00000041802	LSG1	401	439	409	434	491	418	543	638	488
ENSG00000041880	PARP3	286	283	324	190	202	187	274	207	389
ENSG00000041982	TNC	732	641	2062	1402	1266	1027	483	4542	913
ENSG00000041988	THAP3	286	263	281	268	276	212	259	282	257
ENSG00000042062	RIPOR3	198	134	404	585	590	396	229	1058	198
ENSG00000042088	TDP1	163	123	191	172	191	129	203	356	169
ENSG00000042286	AIFM2	315	277	203	189	195	190	262	106	308
ENSG00000042304	C2orf83	0	0	0	0	0	0	0	0	0
ENSG00000042317	SPATA7	113	173	161	152	224	162	254	230	214
ENSG00000042429	MED17	152	178	100	79	80	109	148	186	135
ENSG00000042445	RETSAT	235	267	280	202	209	149	223	394	265
ENSG00000042493	CAPG	217	105	242	214	296	210	140	619	300
ENSG00000042753	AP2S1	630	551	683	802	826	580	481	588	770
ENSG00000042781	USH2A	36	64	45	25	24	38	50	8	44
ENSG00000042813	ZPBP	1	1	0	0	0	0	1	1	1
ENSG00000042832	TG	15	48	29	50	50	35	33	14	75
ENSG00000042980	ADAM28	13	31	16	21	28	15	15	23	30
ENSG00000043039	BARX2	2	0	1	9	2	0	0	74	0
ENSG00000043093	DCUN1D1	211	283	179	174	191	248	338	219	236
ENSG00000043143	JADE2	471	368	199	118	123	197	184	178	182
ENSG00000043355	ZIC2	2	0	2	0	1	1	0	227	0
ENSG00000043462	LCP2	37	35	18	30	22	33	36	25	21
ENSG00000043514	TRIT1	288	325	288	405	417	292	378	424	300
ENSG00000043591	ADRB1	6	15	25	17	15	16	25	0	32
ENSG00000044012	GUCA2B	0	0	0	0	0	0	0	0	0
ENSG00000044090	CUL7	1304	1449	1756	1388	1418	1266	1147	3047	1793
ENSG00000044115	CTNNA1	9634	12117	9014	9210	8014	8488	10091	6897	9465
ENSG00000044446	PHKA2	1081	1297	1178	915	905	897	1147	1394	1235
ENSG00000044459	CNTLN	229	401	212	247	302	276	466	548	337
ENSG00000044524	EPHA3	174	183	228	197	185	154	220	324	197
ENSG00000044574	HSPA5	6334	6704	3781	7594	7222	5960	10841	8956	8236
ENSG00000046604	DSG2	909	1525	1417	1237	967	1283	1404	578	1284
ENSG00000046647	GEMIN8	335	299	349	306	359	247	308	316	343
ENSG00000046651	OFD1	553	570	513	444	386	410	677	698	718
ENSG00000046653	GPM6B	417	425	365	321	358	419	471	540	379
ENSG00000046774	MAGEC2	0	1	0	0	0	0	0	0	0
ENSG00000046889	PREX2	109	153	116	82	70	101	163	425	150
ENSG00000047056	WDR37	608	727	603	566	533	456	646	614	708
ENSG00000047188	YTHDC2	543	639	490	576	581	616	734	990	628
ENSG00000047230	CTPS2	381	443	447	534	581	424	457	929	522
ENSG00000047249	ATP6V1H	436	504	462	471	433	411	594	282	387
ENSG00000047315	POLR2B	1452	1814	1452	1542	1490	1632	2048	1776	1443
ENSG00000047346	FAM214A	349	463	307	244	245	268	496	286	348
ENSG00000047365	ARAP2	29	48	42	24	14	18	67	36	35
ENSG00000047410	TPR	2185	2542	2172	2020	1970	2178	3328	3276	2278
ENSG00000047457	CP	6	9	10	1	1	3	8	12	2
ENSG00000047578	KATNIP	464	428	508	323	298	258	343	551	498
ENSG00000047579	DTNBP1	223	230	234	241	232	208	240	238	244
ENSG00000047597	XK	74	65	101	215	164	171	92	13	84
ENSG00000047617	ANO2	63	67	46	30	22	49	56	112	55
ENSG00000047621	C12orf4	167	235	221	164	148	159	311	322	272
ENSG00000047634	SCML1	99	118	145	97	76	92	93	369	110
ENSG00000047644	WWC3	1172	1106	1064	1091	815	995	1165	1628	1165
ENSG00000047648	ARHGAP6	158	219	254	247	259	232	246	172	259
ENSG00000047662	FAM184B	9	7	6	9	7	2	7	16	5
ENSG00000047849	MAP4	12018	12334	10052	8955	7445	10154	10698	4121	11221
ENSG00000047932	GOPC	730	838	656	542	626	726	1116	881	811
ENSG00000047936	ROS1	1	1	2	0	0	1	0	2	0
ENSG00000048028	USP28	3408	4690	3421	3603	2852	3593	5548	904	3943
ENSG00000048052	HDAC9	350	606	375	423	381	623	813	508	488
ENSG00000048140	TSPAN17	543	410	498	573	475	383	399	745	629
ENSG00000048162	NOP16	227	231	266	178	256	192	173	167	240
ENSG00000048342	CC2D2A	245	278	344	266	282	247	415	607	345
ENSG00000048392	RRM2B	154	219	140	83	83	143	230	98	151
ENSG00000048405	ZNF800	156	190	156	103	98	131	251	143	177
ENSG00000048462	TNFRSF17	0	0	1	0	0	0	0	1	0
ENSG00000048471	SNX29	293	213	255	302	225	271	249	618	243
ENSG00000048540	LMO3	14	12	25	23	25	16	17	172	39
ENSG00000048544	MRPS10	344	343	276	346	362	244	384	297	368
ENSG00000048545	GUCA1A	6	1	1	5	11	4	0	49	9
ENSG00000048649	RSF1	727	826	611	765	754	737	1061	1087	799
ENSG00000048707	VPS13D	1646	2179	1639	1741	1362	1604	2524	1347	2137
ENSG00000048740	CELF2	2714	2969	1883	1458	1061	1848	2969	1210	1790
ENSG00000048828	FAM120A	1766	2211	1826	1367	1038	1612	2272	1064	1940
ENSG00000048991	R3HDM1	509	621	562	630	588	478	712	875	710
ENSG00000049089	COL9A2	81	136	372	380	801	218	120	6683	462
ENSG00000049130	KITLG	439	518	306	255	156	429	579	129	350
ENSG00000049167	ERCC8	99	114	137	128	127	116	140	233	151
ENSG00000049192	ADAMTS6	312	436	495	458	544	350	636	589	619
ENSG00000049239	H6PD	1219	1493	1706	1138	824	1091	1291	2299	1627
ENSG00000049245	VAMP3	758	829	830	765	779	611	942	618	975
ENSG00000049246	PER3	326	616	227	147	102	201	367	275	157
ENSG00000049247	UTS2	0	0	0	1	0	0	0	0	0
ENSG00000049249	TNFRSF9	3	1	0	3	0	0	2	0	0
ENSG00000049283	EPN3	535	551	481	240	263	279	633	31	555
ENSG00000049323	LTBP1	5616	6000	6859	6083	5443	5032	5771	4592	5897
ENSG00000049449	RCN1	482	385	411	493	593	363	466	837	563
ENSG00000049540	ELN	16638	10343	47894	17352	5515	13625	9976	3947	34883
ENSG00000049541	RFC2	397	351	372	577	651	455	433	611	523
ENSG00000049618	ARID1B	1644	2456	1998	2222	1710	2015	2318	2241	2058
ENSG00000049656	CLPTM1L	770	732	752	921	773	726	737	1010	1003
ENSG00000049759	NEDD4L	1181	1737	1388	1179	774	1182	2111	1385	1229
ENSG00000049768	FOXP3	4	2	5	4	5	0	5	10	2
ENSG00000049769	PPP1R3F	199	253	233	242	162	206	220	208	256
ENSG00000049860	HEXB	457	461	490	338	413	414	556	413	418
ENSG00000049883	PTCD2	179	211	181	136	150	139	247	297	304
ENSG00000050030	NEXMIF	3	0	3	4	6	1	2	1	1
ENSG00000050130	JKAMP	385	469	426	301	337	311	521	504	483
ENSG00000050165	DKK3	5644	7114	7031	6095	3870	5670	4409	987	4210
ENSG00000050327	ARHGEF5	20	13	28	27	37	19	16	112	35
ENSG00000050344	NFE2L3	42	25	46	25	52	38	33	154	54
ENSG00000050393	MCUR1	575	598	516	559	559	530	675	507	649
ENSG00000050405	LIMA1	518	536	700	651	645	528	596	1125	727
ENSG00000050426	LETMD1	711	783	835	646	679	638	729	1062	894
ENSG00000050438	SLC4A8	34	41	61	76	62	57	65	209	77
ENSG00000050555	LAMC3	221	273	1223	877	735	543	300	171	1157
ENSG00000050628	PTGER3	571	452	147	110	110	289	213	22	227
ENSG00000050730	TNIP3	1	0	0	0	0	0	0	7	2
ENSG00000050748	MAPK9	739	990	718	717	732	773	788	594	934
ENSG00000050767	COL23A1	296	356	498	495	536	302	374	1329	626
ENSG00000050820	BCAR1	3311	2272	2504	2731	1880	2605	1704	1539	2840
ENSG00000051009	FAM160A2	781	765	966	603	484	522	847	935	1010
ENSG00000051108	HERPUD1	748	757	601	723	567	564	774	507	608
ENSG00000051128	HOMER3	209	193	188	195	153	180	139	390	222
ENSG00000051180	RAD51	0	1	1	2	7	3	1	5	0
ENSG00000051341	POLQ	171	252	230	279	229	241	271	350	316
ENSG00000051382	PIK3CB	248	378	209	221	178	306	404	141	297
ENSG00000051523	CYBA	490	395	522	568	631	333	335	518	669
ENSG00000051596	THOC3	93	96	125	97	110	77	92	138	98
ENSG00000051620	HEBP2	691	596	589	528	646	501	680	842	697
ENSG00000051825	MPHOSPH9	392	584	544	542	452	506	783	540	689
ENSG00000052126	PLEKHA5	1063	1544	1471	1177	1268	1100	2005	681	1121
ENSG00000052344	PRSS8	32	28	24	20	13	15	16	73	11
ENSG00000052723	SIKE1	597	712	573	412	427	518	811	552	715
ENSG00000052749	RRP12	591	529	327	449	496	565	337	623	407
ENSG00000052795	FNIP2	1317	2639	898	1778	1056	1817	2842	556	1255
ENSG00000052802	MSMO1	182	224	118	306	303	361	169	290	219
ENSG00000052841	TTC17	1150	1340	1442	1266	1314	921	1392	2471	1570
ENSG00000052850	ALX4	7	1	6	20	7	8	3	76	3
ENSG00000053108	FSTL4	6	0	16	17	21	5	0	59	12
ENSG00000053254	FOXN3	1265	1810	1414	1312	975	1528	1949	1325	1373
ENSG00000053328	METTL24	2	5	12	16	7	4	2	7	12
ENSG00000053371	AKR7A2	546	446	568	538	496	400	444	659	630
ENSG00000053372	MRTO4	309	234	345	355	402	281	322	539	444
ENSG00000053438	NNAT	236	197	340	347	412	284	178	3068	397
ENSG00000053501	USE1	347	327	411	247	277	205	339	315	398
ENSG00000053524	MCF2L2	5	5	12	18	27	10	9	9	17
ENSG00000053702	NRIP2	114	129	132	77	67	90	144	102	190
ENSG00000053747	LAMA3	391	419	396	192	154	303	497	340	567
ENSG00000053770	AP5M1	425	481	386	362	303	350	594	351	533
ENSG00000053900	ANAPC4	332	446	354	336	413	314	508	640	518
ENSG00000053918	KCNQ1	783	892	846	449	350	545	799	39	721
ENSG00000054116	TRAPPC3	543	502	498	537	572	378	440	705	655
ENSG00000054118	THRAP3	2204	2151	2200	1899	1805	1742	2652	2800	2333
ENSG00000054148	PHPT1	2348	2427	2098	1875	1875	1654	1572	749	2592
ENSG00000054179	ENTPD2	115	110	169	117	85	107	79	17	191
ENSG00000054219	LY75	5	5	9	2	10	4	10	5	4
ENSG00000054267	ARID4B	438	500	402	474	436	478	614	768	509
ENSG00000054277	OPN3	21	30	32	26	25	31	37	64	30
ENSG00000054282	SDCCAG8	242	305	322	279	276	276	436	325	250
ENSG00000054356	PTPRN	6	5	7	16	25	12	7	1	19
ENSG00000054392	HHAT	128	174	183	173	239	137	288	402	166
ENSG00000054523	KIF1B	2383	2575	1852	2158	1550	2783	2773	1761	2286
ENSG00000054598	FOXC1	134	181	458	702	401	223	221	1086	408
ENSG00000054611	TBC1D22A	343	412	510	457	361	334	417	373	447
ENSG00000054654	SYNE2	2478	2796	2403	2618	2390	2592	4372	3201	2927
ENSG00000054690	PLEKHH1	302	289	238	263	226	269	302	166	444
ENSG00000054793	ATP9A	601	870	786	740	544	709	891	1616	811
ENSG00000054796	SPO11	0	0	0	0	0	0	0	0	0
ENSG00000054803	CBLN4	5	0	2	10	3	5	7	16	17
ENSG00000054938	CHRDL2	0	5	3	0	2	1	0	118	2
ENSG00000054965	FAM168A	1218	1376	1468	1209	1041	1078	1595	2419	1725
ENSG00000054967	RELT	84	98	104	210	158	136	63	227	130
ENSG00000054983	GALC	417	536	517	465	540	402	386	555	620
ENSG00000055044	NOP58	555	580	471	551	622	458	776	976	618
ENSG00000055070	SZRD1	1405	1455	1489	1184	958	1008	1210	1393	1524
ENSG00000055118	KCNH2	2590	3308	2652	2722	2588	3015	2591	146	3395
ENSG00000055130	CUL1	1268	1222	1226	1269	1222	1194	1450	1176	1342
ENSG00000055147	FAM114A2	278	293	265	256	245	288	385	319	325
ENSG00000055163	CYFIP2	2406	1955	1989	2438	2330	1909	1898	556	2367
ENSG00000055208	TAB2	1403	1746	1546	1739	1519	1630	2452	1705	1577
ENSG00000055211	GINM1	591	583	475	498	487	498	670	304	469
ENSG00000055332	EIF2AK2	493	729	479	434	495	628	881	680	690
ENSG00000055483	USP36	1122	1323	748	1140	865	967	827	986	959
ENSG00000055609	KMT2C	1539	1885	1413	1528	1120	1696	2222	1157	1741
ENSG00000055732	MCOLN3	18	57	11	6	11	27	39	128	15
ENSG00000055813	CCDC85A	63	57	72	50	28	72	64	78	84
ENSG00000055917	PUM2	1368	1622	1371	1189	1064	1284	1869	2228	1796
ENSG00000055950	MRPL43	489	466	563	436	480	430	500	571	638
ENSG00000055955	ITIH4	7	5	2	6	7	3	3	39	5
ENSG00000055957	ITIH1	1	6	14	0	1	11	0	1	3
ENSG00000056050	HPF1	206	181	159	212	297	185	334	318	213
ENSG00000056097	ZFR	1322	1748	1327	1414	1210	1425	1891	1638	1394
ENSG00000056277	ZNF280C	84	76	85	57	72	65	103	220	97
ENSG00000056291	NPFFR2	0	0	1	1	0	0	0	3	0
ENSG00000056487	PHF21B	27	11	21	88	58	28	5	237	22
ENSG00000056558	TRAF1	374	445	510	382	347	330	491	397	626
ENSG00000056586	RC3H2	896	1056	796	793	661	918	1231	1046	1046
ENSG00000056736	IL17RB	95	100	81	78	47	66	99	126	120
ENSG00000056972	TRAF3IP2	220	236	245	228	193	221	290	189	279
ENSG00000056998	GYG2	182	151	214	305	298	176	214	303	309
ENSG00000057019	DCBLD2	2284	2771	2234	1798	1581	2180	2964	672	2293
ENSG00000057149	SERPINB3	0	0	0	0	0	0	0	1	0
ENSG00000057252	SOAT1	195	196	214	194	228	189	207	291	262
ENSG00000057294	PKP2	2993	5270	3064	2280	1819	3281	5644	98	3186
ENSG00000057468	MSH4	3	25	8	5	4	4	24	13	17
ENSG00000057593	F7	25	18	41	9	19	17	18	40	31
ENSG00000057608	GDI2	2247	2485	2515	3131	3060	2206	2949	3060	2467
ENSG00000057657	PRDM1	68	27	31	37	51	38	43	147	58
ENSG00000057663	ATG5	236	267	259	271	272	243	361	448	284
ENSG00000057704	TMCC3	74	79	104	112	84	59	65	176	104
ENSG00000057757	PITHD1	452	424	473	557	562	365	483	530	483
ENSG00000057935	MTA3	519	520	722	748	816	530	581	1059	717
ENSG00000058056	USP13	1754	2209	1426	1494	1087	1746	1943	680	1440
ENSG00000058063	ATP11B	745	731	596	594	533	580	827	665	747
ENSG00000058085	LAMC2	83	67	94	171	109	140	119	114	135
ENSG00000058091	CDK14	766	1174	1046	770	662	843	1289	902	891
ENSG00000058262	SEC61A1	2387	2148	2462	2443	2295	1771	1928	3950	2893
ENSG00000058272	PPP1R12A	938	1396	1051	1227	988	1263	1689	920	1178
ENSG00000058335	RASGRF1	0	0	0	3	3	1	0	25	2
ENSG00000058404	CAMK2B	1562	1303	1032	605	501	758	1215	45	906
ENSG00000058453	CROCC	651	615	838	498	553	550	552	1803	723
ENSG00000058600	POLR3E	640	805	682	741	597	656	597	1025	757
ENSG00000058668	ATP2B4	7721	7682	5805	6231	5215	6708	7374	3695	6584
ENSG00000058673	ZC3H11A	5	4	4	4	5	4	6	8	0
ENSG00000058729	RIOK2	224	284	239	311	242	208	377	310	244
ENSG00000058799	YIPF1	116	124	176	169	169	106	185	435	195
ENSG00000058804	NDC1	242	314	338	304	323	250	381	493	377
ENSG00000058866	DGKG	36	48	36	21	18	44	104	3	33
ENSG00000059122	FLYWCH1	895	1416	1079	744	790	514	743	555	654
ENSG00000059145	UNKL	312	504	592	238	218	232	426	427	430
